DECILGEN,KOMMUNEDK,PRISENHED,TID,INDHOLD
3. decil,Tønder,Nominelle priser,2005,125523
3. decil,Tønder,Nominelle priser,2006,130714
3. decil,Tønder,Nominelle priser,2007,134526
3. decil,Tønder,Nominelle priser,2008,135575
3. decil,Tønder,Nominelle priser,2009,138625
3. decil,Tønder,Nominelle priser,2010,147258
3. decil,Tønder,Nominelle priser,2011,149649
3. decil,Tønder,Nominelle priser,2012,152439
3. decil,Tønder,Nominelle priser,2013,155855
3. decil,Tønder,Nominelle priser,2014,159815
3. decil,Tønder,Nominelle priser,2015,161712
3. decil,Tønder,Nominelle priser,2016,163606
3. decil,Tønder,Nominelle priser,2017,168056
3. decil,Tønder,Nominelle priser,2018,171914
3. decil,Tønder,Nominelle priser,2019,176239
3. decil,Tønder,Nominelle priser,2020,181600
3. decil,Tønder,Nominelle priser,2021,187123
3. decil,Tønder,Nominelle priser,2022,192158
3. decil,Tønder,Nominelle priser,2023,195169
3. decil,Tønder,Nominelle priser,2024,197223
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1987,144793
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1988,146570
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1989,151640
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1990,154099
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1991,158877
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1992,160299
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1993,163229
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1994,171170
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1995,175280
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1996,176532
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1997,177497
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1998,179076
3. decil,Varde,Faste priser (seneste dataårs prisniveau),1999,178201
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2000,179508
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2001,179518
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2002,182720
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2003,184747
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2004,191368
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2005,192395
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2006,196795
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2007,197327
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2008,194969
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2009,194704
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2010,200839
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2011,200790
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2012,201198
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2013,205063
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2014,207002
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2015,207325
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2016,208196
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2017,212187
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2018,216461
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2019,219353
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2020,227085
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2021,231903
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2022,219847
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2023,216817
3. decil,Varde,Faste priser (seneste dataårs prisniveau),2024,217398
3. decil,Varde,Nominelle priser,1987,66879
3. decil,Varde,Nominelle priser,1988,70761
3. decil,Varde,Nominelle priser,1989,76709
3. decil,Varde,Nominelle priser,1990,80004
3. decil,Varde,Nominelle priser,1991,84464
3. decil,Varde,Nominelle priser,1992,87021
3. decil,Varde,Nominelle priser,1993,89708
3. decil,Varde,Nominelle priser,1994,95954
3. decil,Varde,Nominelle priser,1995,100313
3. decil,Varde,Nominelle priser,1996,103164
3. decil,Varde,Nominelle priser,1997,106004
3. decil,Varde,Nominelle priser,1998,108915
3. decil,Varde,Nominelle priser,1999,111082
3. decil,Varde,Nominelle priser,2000,115163
3. decil,Varde,Nominelle priser,2001,117888
3. decil,Varde,Nominelle priser,2002,122892
3. decil,Varde,Nominelle priser,2003,126850
3. decil,Varde,Nominelle priser,2004,132915
3. decil,Varde,Nominelle priser,2005,136049
3. decil,Varde,Nominelle priser,2006,141804
3. decil,Varde,Nominelle priser,2007,144621
3. decil,Varde,Nominelle priser,2008,147751
3. decil,Varde,Nominelle priser,2009,149500
3. decil,Varde,Nominelle priser,2010,157767
3. decil,Varde,Nominelle priser,2011,162069
3. decil,Varde,Nominelle priser,2012,166305
3. decil,Varde,Nominelle priser,2013,170827
3. decil,Varde,Nominelle priser,2014,173429
3. decil,Varde,Nominelle priser,2015,174484
3. decil,Varde,Nominelle priser,2016,175675
3. decil,Varde,Nominelle priser,2017,181090
3. decil,Varde,Nominelle priser,2018,186244
3. decil,Varde,Nominelle priser,2019,190152
3. decil,Varde,Nominelle priser,2020,197687
3. decil,Varde,Nominelle priser,2021,205620
3. decil,Varde,Nominelle priser,2022,209939
3. decil,Varde,Nominelle priser,2023,213878
3. decil,Varde,Nominelle priser,2024,217398
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1987,140902
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1988,144018
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1989,147356
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1990,150289
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1991,154379
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1992,155450
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1993,157961
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1994,165489
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1995,169254
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1996,169859
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1997,171015
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1998,172135
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),1999,173511
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2000,173720
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2001,175019
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2002,178463
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2003,180783
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2004,186660
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2005,187064
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2006,190969
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2007,190534
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2008,189025
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2009,189326
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2010,196746
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2011,194001
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2012,193871
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2013,196812
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2014,199673
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2015,201450
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2016,202998
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2017,206852
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2018,211433
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2019,213903
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2020,220662
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2021,225747
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2022,214669
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2023,214374
3. decil,Vejen,Faste priser (seneste dataårs prisniveau),2024,215932
3. decil,Vejen,Nominelle priser,1987,65082
3. decil,Vejen,Nominelle priser,1988,69529
3. decil,Vejen,Nominelle priser,1989,74542
3. decil,Vejen,Nominelle priser,1990,78026
3. decil,Vejen,Nominelle priser,1991,82073
3. decil,Vejen,Nominelle priser,1992,84389
3. decil,Vejen,Nominelle priser,1993,86813
3. decil,Vejen,Nominelle priser,1994,92769
3. decil,Vejen,Nominelle priser,1995,96864
3. decil,Vejen,Nominelle priser,1996,99264
3. decil,Vejen,Nominelle priser,1997,102133
3. decil,Vejen,Nominelle priser,1998,104694
3. decil,Vejen,Nominelle priser,1999,108158
3. decil,Vejen,Nominelle priser,2000,111450
3. decil,Vejen,Nominelle priser,2001,114934
3. decil,Vejen,Nominelle priser,2002,120029
3. decil,Vejen,Nominelle priser,2003,124128
3. decil,Vejen,Nominelle priser,2004,129645
3. decil,Vejen,Nominelle priser,2005,132279
3. decil,Vejen,Nominelle priser,2006,137606
3. decil,Vejen,Nominelle priser,2007,139643
3. decil,Vejen,Nominelle priser,2008,143246
3. decil,Vejen,Nominelle priser,2009,145370
3. decil,Vejen,Nominelle priser,2010,154552
3. decil,Vejen,Nominelle priser,2011,156589
3. decil,Vejen,Nominelle priser,2012,160249
3. decil,Vejen,Nominelle priser,2013,163954
3. decil,Vejen,Nominelle priser,2014,167288
3. decil,Vejen,Nominelle priser,2015,169540
3. decil,Vejen,Nominelle priser,2016,171289
3. decil,Vejen,Nominelle priser,2017,176537
3. decil,Vejen,Nominelle priser,2018,181918
3. decil,Vejen,Nominelle priser,2019,185428
3. decil,Vejen,Nominelle priser,2020,192096
3. decil,Vejen,Nominelle priser,2021,200162
3. decil,Vejen,Nominelle priser,2022,204995
3. decil,Vejen,Nominelle priser,2023,211468
3. decil,Vejen,Nominelle priser,2024,215932
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1987,146200
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1988,148569
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1989,150383
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1990,152167
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1991,155540
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1992,157456
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1993,159329
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1994,168791
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1995,171578
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1996,173461
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1997,175836
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1998,178615
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),1999,180568
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2000,180164
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2001,181750
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2002,186906
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2003,188875
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2004,195078
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2005,196492
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2006,200076
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2007,202028
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2008,200805
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2009,202461
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2010,207947
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2011,205606
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2012,204629
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2013,206778
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2014,210315
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2015,212805
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2016,215376
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2017,217495
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2018,221580
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2019,225488
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2020,232275
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2021,235624
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2022,224548
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2023,223405
3. decil,Vejle,Faste priser (seneste dataårs prisniveau),2024,225520
3. decil,Vejle,Nominelle priser,1987,67529
3. decil,Vejle,Nominelle priser,1988,71726
3. decil,Vejle,Nominelle priser,1989,76073
3. decil,Vejle,Nominelle priser,1990,79001
3. decil,Vejle,Nominelle priser,1991,82690
3. decil,Vejle,Nominelle priser,1992,85478
3. decil,Vejle,Nominelle priser,1993,87565
3. decil,Vejle,Nominelle priser,1994,94620
3. decil,Vejle,Nominelle priser,1995,98194
3. decil,Vejle,Nominelle priser,1996,101369
3. decil,Vejle,Nominelle priser,1997,105012
3. decil,Vejle,Nominelle priser,1998,108635
3. decil,Vejle,Nominelle priser,1999,112557
3. decil,Vejle,Nominelle priser,2000,115584
3. decil,Vejle,Nominelle priser,2001,119354
3. decil,Vejle,Nominelle priser,2002,125707
3. decil,Vejle,Nominelle priser,2003,129684
3. decil,Vejle,Nominelle priser,2004,135492
3. decil,Vejle,Nominelle priser,2005,138946
3. decil,Vejle,Nominelle priser,2006,144168
3. decil,Vejle,Nominelle priser,2007,148067
3. decil,Vejle,Nominelle priser,2008,152173
3. decil,Vejle,Nominelle priser,2009,155456
3. decil,Vejle,Nominelle priser,2010,163351
3. decil,Vejle,Nominelle priser,2011,165956
3. decil,Vejle,Nominelle priser,2012,169141
3. decil,Vejle,Nominelle priser,2013,172256
3. decil,Vejle,Nominelle priser,2014,176204
3. decil,Vejle,Nominelle priser,2015,179096
3. decil,Vejle,Nominelle priser,2016,181733
3. decil,Vejle,Nominelle priser,2017,185620
3. decil,Vejle,Nominelle priser,2018,190649
3. decil,Vejle,Nominelle priser,2019,195471
3. decil,Vejle,Nominelle priser,2020,202205
3. decil,Vejle,Nominelle priser,2021,208919
3. decil,Vejle,Nominelle priser,2022,214429
3. decil,Vejle,Nominelle priser,2023,220376
3. decil,Vejle,Nominelle priser,2024,225520
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1987,143554
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1988,146524
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1989,149189
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1990,150056
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1991,153424
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1992,155902
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1993,158094
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1994,167355
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1995,170833
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1996,172496
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1997,172616
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1998,175989
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1999,175917
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2000,175848
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2001,176105
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2002,179355
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2003,180631
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2004,185237
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2005,185595
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2006,188170
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2007,188623
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2008,185834
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2009,185870
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2010,192018
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2011,190151
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2012,188363
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2013,190287
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2014,193416
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2015,194448
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2016,197133
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2017,199892
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2018,203826
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2019,206448
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2020,211909
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2021,214408
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2022,204584
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2023,203079
3. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2024,204227
3. decil,Aabenraa,Nominelle priser,1987,66307
3. decil,Aabenraa,Nominelle priser,1988,70739
3. decil,Aabenraa,Nominelle priser,1989,75469
3. decil,Aabenraa,Nominelle priser,1990,77905
3. decil,Aabenraa,Nominelle priser,1991,81565
3. decil,Aabenraa,Nominelle priser,1992,84634
3. decil,Aabenraa,Nominelle priser,1993,86886
3. decil,Aabenraa,Nominelle priser,1994,93815
3. decil,Aabenraa,Nominelle priser,1995,97768
3. decil,Aabenraa,Nominelle priser,1996,100805
3. decil,Aabenraa,Nominelle priser,1997,103089
3. decil,Aabenraa,Nominelle priser,1998,107038
3. decil,Aabenraa,Nominelle priser,1999,109658
3. decil,Aabenraa,Nominelle priser,2000,112815
3. decil,Aabenraa,Nominelle priser,2001,115647
