Decile,Municipality,Price_Unit,Year,Average_Income
9th Decile,Jammerbugt,Nominal prices,1993,147026
9th Decile,Jammerbugt,Nominal prices,1994,157718
9th Decile,Jammerbugt,Nominal prices,1995,162964
9th Decile,Jammerbugt,Nominal prices,1996,170279
9th Decile,Jammerbugt,Nominal prices,1997,175096
9th Decile,Jammerbugt,Nominal prices,1998,185215
9th Decile,Jammerbugt,Nominal prices,1999,189033
9th Decile,Jammerbugt,Nominal prices,2000,195833
9th Decile,Jammerbugt,Nominal prices,2001,203141
9th Decile,Jammerbugt,Nominal prices,2002,210139
9th Decile,Jammerbugt,Nominal prices,2003,215571
9th Decile,Jammerbugt,Nominal prices,2004,229610
9th Decile,Jammerbugt,Nominal prices,2005,237122
9th Decile,Jammerbugt,Nominal prices,2006,245883
9th Decile,Jammerbugt,Nominal prices,2007,253071
9th Decile,Jammerbugt,Nominal prices,2008,258306
9th Decile,Jammerbugt,Nominal prices,2009,267182
9th Decile,Jammerbugt,Nominal prices,2010,290214
9th Decile,Jammerbugt,Nominal prices,2011,294991
9th Decile,Jammerbugt,Nominal prices,2012,301870
9th Decile,Jammerbugt,Nominal prices,2013,307999
9th Decile,Jammerbugt,Nominal prices,2014,315512
9th Decile,Jammerbugt,Nominal prices,2015,322411
9th Decile,Jammerbugt,Nominal prices,2016,326521
9th Decile,Jammerbugt,Nominal prices,2017,335212
9th Decile,Jammerbugt,Nominal prices,2018,345914
9th Decile,Jammerbugt,Nominal prices,2019,355290
9th Decile,Jammerbugt,Nominal prices,2020,373683
9th Decile,Jammerbugt,Nominal prices,2021,390666
9th Decile,Jammerbugt,Nominal prices,2022,393132
9th Decile,Jammerbugt,Nominal prices,2023,398755
9th Decile,Jammerbugt,Nominal prices,2024,410398
9th Decile,Læsø,Constant prices,1987,236021
9th Decile,Læsø,Constant prices,1988,231748
9th Decile,Læsø,Constant prices,1989,237752
9th Decile,Læsø,Constant prices,1990,243242
9th Decile,Læsø,Constant prices,1991,249938
9th Decile,Læsø,Constant prices,1992,248974
9th Decile,Læsø,Constant prices,1993,250207
9th Decile,Læsø,Constant prices,1994,266809
9th Decile,Læsø,Constant prices,1995,271155
9th Decile,Læsø,Constant prices,1996,278794
9th Decile,Læsø,Constant prices,1997,288655
9th Decile,Læsø,Constant prices,1998,292705
9th Decile,Læsø,Constant prices,1999,295666
9th Decile,Læsø,Constant prices,2000,295546
9th Decile,Læsø,Constant prices,2001,290117
9th Decile,Læsø,Constant prices,2002,298589
9th Decile,Læsø,Constant prices,2003,294506
9th Decile,Læsø,Constant prices,2004,311297
9th Decile,Læsø,Constant prices,2005,317844
9th Decile,Læsø,Constant prices,2006,333596
9th Decile,Læsø,Constant prices,2007,330127
9th Decile,Læsø,Constant prices,2008,324658
9th Decile,Læsø,Constant prices,2009,325987
9th Decile,Læsø,Constant prices,2010,345253
9th Decile,Læsø,Constant prices,2011,349657
9th Decile,Læsø,Constant prices,2012,347366
9th Decile,Læsø,Constant prices,2013,350059
9th Decile,Læsø,Constant prices,2014,355765
9th Decile,Læsø,Constant prices,2015,359857
9th Decile,Læsø,Constant prices,2016,374649
9th Decile,Læsø,Constant prices,2017,379508
9th Decile,Læsø,Constant prices,2018,380490
9th Decile,Læsø,Constant prices,2019,401458
9th Decile,Læsø,Constant prices,2020,411660
9th Decile,Læsø,Constant prices,2021,424393
9th Decile,Læsø,Constant prices,2022,391396
9th Decile,Læsø,Constant prices,2023,385066
9th Decile,Læsø,Constant prices,2024,391127
9th Decile,Læsø,Nominal prices,1987,109017
9th Decile,Læsø,Nominal prices,1988,111883
9th Decile,Læsø,Nominal prices,1989,120270
9th Decile,Læsø,Nominal prices,1990,126285
9th Decile,Læsø,Nominal prices,1991,132875
9th Decile,Læsø,Nominal prices,1992,135160
9th Decile,Læsø,Nominal prices,1993,137510
9th Decile,Læsø,Nominal prices,1994,149567
9th Decile,Læsø,Nominal prices,1995,155182
9th Decile,Læsø,Nominal prices,1996,162925
9th Decile,Læsø,Nominal prices,1997,172389
9th Decile,Læsø,Nominal prices,1998,178025
9th Decile,Læsø,Nominal prices,1999,184304
9th Decile,Læsø,Nominal prices,2000,189607
9th Decile,Læsø,Nominal prices,2001,190518
9th Decile,Læsø,Nominal prices,2002,200822
9th Decile,Læsø,Nominal prices,2003,202212
9th Decile,Læsø,Nominal prices,2004,216212
9th Decile,Læsø,Nominal prices,2005,224758
9th Decile,Læsø,Nominal prices,2006,240378
9th Decile,Læsø,Nominal prices,2007,241951
9th Decile,Læsø,Nominal prices,2008,246031
9th Decile,Læsø,Nominal prices,2009,250303
9th Decile,Læsø,Nominal prices,2010,271210
9th Decile,Læsø,Nominal prices,2011,282228
9th Decile,Læsø,Nominal prices,2012,287124
9th Decile,Læsø,Nominal prices,2013,291616
9th Decile,Læsø,Nominal prices,2014,298064
9th Decile,Læsø,Nominal prices,2015,302855
9th Decile,Læsø,Nominal prices,2016,316127
9th Decile,Læsø,Nominal prices,2017,323889
9th Decile,Læsø,Nominal prices,2018,327376
9th Decile,Læsø,Nominal prices,2019,348015
9th Decile,Læsø,Nominal prices,2020,358367
9th Decile,Læsø,Nominal prices,2021,376294
9th Decile,Læsø,Nominal prices,2022,373757
9th Decile,Læsø,Nominal prices,2023,379846
9th Decile,Læsø,Nominal prices,2024,391127
9th Decile,Mariagerfjord,Constant prices,1987,246318
9th Decile,Mariagerfjord,Constant prices,1988,248235
9th Decile,Mariagerfjord,Constant prices,1989,250572
9th Decile,Mariagerfjord,Constant prices,1990,252647
9th Decile,Mariagerfjord,Constant prices,1991,260084
9th Decile,Mariagerfjord,Constant prices,1992,262454
9th Decile,Mariagerfjord,Constant prices,1993,267553
9th Decile,Mariagerfjord,Constant prices,1994,281992
9th Decile,Mariagerfjord,Constant prices,1995,286961
9th Decile,Mariagerfjord,Constant prices,1996,291115
9th Decile,Mariagerfjord,Constant prices,1997,295706
9th Decile,Mariagerfjord,Constant prices,1998,302862
9th Decile,Mariagerfjord,Constant prices,1999,305247
9th Decile,Mariagerfjord,Constant prices,2000,308140
9th Decile,Mariagerfjord,Constant prices,2001,310677
9th Decile,Mariagerfjord,Constant prices,2002,312988
9th Decile,Mariagerfjord,Constant prices,2003,315807
9th Decile,Mariagerfjord,Constant prices,2004,334923
9th Decile,Mariagerfjord,Constant prices,2005,339642
9th Decile,Mariagerfjord,Constant prices,2006,346623
9th Decile,Mariagerfjord,Constant prices,2007,350051
9th Decile,Mariagerfjord,Constant prices,2008,345960
9th Decile,Mariagerfjord,Constant prices,2009,352792
9th Decile,Mariagerfjord,Constant prices,2010,372703
9th Decile,Mariagerfjord,Constant prices,2011,370024
9th Decile,Mariagerfjord,Constant prices,2012,367267
9th Decile,Mariagerfjord,Constant prices,2013,372238
9th Decile,Mariagerfjord,Constant prices,2014,380487
9th Decile,Mariagerfjord,Constant prices,2015,385263
9th Decile,Mariagerfjord,Constant prices,2016,394635
9th Decile,Mariagerfjord,Constant prices,2017,401519
9th Decile,Mariagerfjord,Constant prices,2018,411583
9th Decile,Mariagerfjord,Constant prices,2019,417129
9th Decile,Mariagerfjord,Constant prices,2020,438036
9th Decile,Mariagerfjord,Constant prices,2021,449717
9th Decile,Mariagerfjord,Constant prices,2022,420380
9th Decile,Mariagerfjord,Constant prices,2023,416785
9th Decile,Mariagerfjord,Constant prices,2024,422384
9th Decile,Mariagerfjord,Nominal prices,1987,113773
9th Decile,Mariagerfjord,Nominal prices,1988,119843
9th Decile,Mariagerfjord,Nominal prices,1989,126755
9th Decile,Mariagerfjord,Nominal prices,1990,131168
9th Decile,Mariagerfjord,Nominal prices,1991,138269
9th Decile,Mariagerfjord,Nominal prices,1992,142478
9th Decile,Mariagerfjord,Nominal prices,1993,147043
9th Decile,Mariagerfjord,Nominal prices,1994,158078
9th Decile,Mariagerfjord,Nominal prices,1995,164228
9th Decile,Mariagerfjord,Nominal prices,1996,170125
9th Decile,Mariagerfjord,Nominal prices,1997,176600
9th Decile,Mariagerfjord,Nominal prices,1998,184203
9th Decile,Mariagerfjord,Nominal prices,1999,190276
9th Decile,Mariagerfjord,Nominal prices,2000,197687
9th Decile,Mariagerfjord,Nominal prices,2001,204019
9th Decile,Mariagerfjord,Nominal prices,2002,210506
9th Decile,Mariagerfjord,Nominal prices,2003,216838
9th Decile,Mariagerfjord,Nominal prices,2004,232622
9th Decile,Mariagerfjord,Nominal prices,2005,240172
9th Decile,Mariagerfjord,Nominal prices,2006,249765
9th Decile,Mariagerfjord,Nominal prices,2007,256553
9th Decile,Mariagerfjord,Nominal prices,2008,262174
9th Decile,Mariagerfjord,Nominal prices,2009,270885
9th Decile,Mariagerfjord,Nominal prices,2010,292773
9th Decile,Mariagerfjord,Nominal prices,2011,298667
9th Decile,Mariagerfjord,Nominal prices,2012,303574
9th Decile,Mariagerfjord,Nominal prices,2013,310092
9th Decile,Mariagerfjord,Nominal prices,2014,318776
9th Decile,Mariagerfjord,Nominal prices,2015,324236
9th Decile,Mariagerfjord,Nominal prices,2016,332991
9th Decile,Mariagerfjord,Nominal prices,2017,342674
9th Decile,Mariagerfjord,Nominal prices,2018,354128
9th Decile,Mariagerfjord,Nominal prices,2019,361600
9th Decile,Mariagerfjord,Nominal prices,2020,381329
9th Decile,Mariagerfjord,Nominal prices,2021,398748
9th Decile,Mariagerfjord,Nominal prices,2022,401435
9th Decile,Mariagerfjord,Nominal prices,2023,411135
9th Decile,Mariagerfjord,Nominal prices,2024,422384
9th Decile,Morsø,Constant prices,1987,241065
9th Decile,Morsø,Constant prices,1988,244652
9th Decile,Morsø,Constant prices,1989,244924
9th Decile,Morsø,Constant prices,1990,248891
9th Decile,Morsø,Constant prices,1991,254563
9th Decile,Morsø,Constant prices,1992,260161
9th Decile,Morsø,Constant prices,1993,265617
9th Decile,Morsø,Constant prices,1994,278453
9th Decile,Morsø,Constant prices,1995,280164
9th Decile,Morsø,Constant prices,1996,284237
9th Decile,Morsø,Constant prices,1997,286747
9th Decile,Morsø,Constant prices,1998,292823
9th Decile,Morsø,Constant prices,1999,292358
9th Decile,Morsø,Constant prices,2000,295359
9th Decile,Morsø,Constant prices,2001,300480
9th Decile,Morsø,Constant prices,2002,301720
9th Decile,Morsø,Constant prices,2003,302596
9th Decile,Morsø,Constant prices,2004,319914
9th Decile,Morsø,Constant prices,2005,322729
9th Decile,Morsø,Constant prices,2006,325552
9th Decile,Morsø,Constant prices,2007,330379
9th Decile,Morsø,Constant prices,2008,327582
9th Decile,Morsø,Constant prices,2009,331185
9th Decile,Morsø,Constant prices,2010,343219
9th Decile,Morsø,Constant prices,2011,344978
9th Decile,Morsø,Constant prices,2012,344396
9th Decile,Morsø,Constant prices,2013,346994
9th Decile,Morsø,Constant prices,2014,354927
9th Decile,Morsø,Constant prices,2015,360173
9th Decile,Morsø,Constant prices,2016,366162
9th Decile,Morsø,Constant prices,2017,372668
9th Decile,Morsø,Constant prices,2018,379822
9th Decile,Morsø,Constant prices,2019,386791
9th Decile,Morsø,Constant prices,2020,406779
9th Decile,Morsø,Constant prices,2021,414662
9th Decile,Morsø,Constant prices,2022,388641
9th Decile,Morsø,Constant prices,2023,385104
9th Decile,Morsø,Constant prices,2024,389335
9th Decile,Morsø,Nominal prices,1987,111347
9th Decile,Morsø,Nominal prices,1988,118113
9th Decile,Morsø,Nominal prices,1989,123898
9th Decile,Morsø,Nominal prices,1990,129218
9th Decile,Morsø,Nominal prices,1991,135334
9th Decile,Morsø,Nominal prices,1992,141233
9th Decile,Morsø,Nominal prices,1993,145979
9th Decile,Morsø,Nominal prices,1994,156094
9th Decile,Morsø,Nominal prices,1995,160338
9th Decile,Morsø,Nominal prices,1996,166106
9th Decile,Morsø,Nominal prices,1997,171250
9th Decile,Morsø,Nominal prices,1998,178097
9th Decile,Morsø,Nominal prices,1999,182242
9th Decile,Morsø,Nominal prices,2000,189487
9th Decile,Morsø,Nominal prices,2001,197323
9th Decile,Morsø,Nominal prices,2002,202928
9th Decile,Morsø,Nominal prices,2003,207767
9th Decile,Morsø,Nominal prices,2004,222197
9th Decile,Morsø,Nominal prices,2005,228212
9th Decile,Morsø,Nominal prices,2006,234582
9th Decile,Morsø,Nominal prices,2007,242135
9th Decile,Morsø,Nominal prices,2008,248247
9th Decile,Morsø,Nominal prices,2009,254294
9th Decile,Morsø,Nominal prices,2010,269612
9th Decile,Morsø,Nominal prices,2011,278451
9th Decile,Morsø,Nominal prices,2012,284669
9th Decile,Morsø,Nominal prices,2013,289063
9th Decile,Morsø,Nominal prices,2014,297362
9th Decile,Morsø,Nominal prices,2015,303121
9th Decile,Morsø,Nominal prices,2016,308966
9th Decile,Morsø,Nominal prices,2017,318051
9th Decile,Morsø,Nominal prices,2018,326801
9th Decile,Morsø,Nominal prices,2019,335301
9th Decile,Morsø,Nominal prices,2020,354118
9th Decile,Morsø,Nominal prices,2021,367666
9th Decile,Morsø,Nominal prices,2022,371127
9th Decile,Morsø,Nominal prices,2023,379883
9th Decile,Morsø,Nominal prices,2024,389335
9th Decile,Rebild,Constant prices,1987,252884
9th Decile,Rebild,Constant prices,1988,256811
9th Decile,Rebild,Constant prices,1989,257651
9th Decile,Rebild,Constant prices,1990,260508
9th Decile,Rebild,Constant prices,1991,267031
9th Decile,Rebild,Constant prices,1992,271239
9th Decile,Rebild,Constant prices,1993,279069
9th Decile,Rebild,Constant prices,1994,293410
9th Decile,Rebild,Constant prices,1995,297081
9th Decile,Rebild,Constant prices,1996,302443
9th Decile,Rebild,Constant prices,1997,308014
9th Decile,Rebild,Constant prices,1998,315079
9th Decile,Rebild,Constant prices,1999,316579
9th Decile,Rebild,Constant prices,2000,319915
9th Decile,Rebild,Constant prices,2001,324426
9th Decile,Rebild,Constant prices,2002,328014
9th Decile,Rebild,Constant prices,2003,331477
9th Decile,Rebild,Constant prices,2004,349704
9th Decile,Rebild,Constant prices,2005,354588
9th Decile,Rebild,Constant prices,2006,361135
9th Decile,Rebild,Constant prices,2007,365708
9th Decile,Rebild,Constant prices,2008,360238
9th Decile,Rebild,Constant prices,2009,371319
9th Decile,Rebild,Constant prices,2010,396742
9th Decile,Rebild,Constant prices,2011,391319
9th Decile,Rebild,Constant prices,2012,394227
9th Decile,Rebild,Constant prices,2013,400157
9th Decile,Rebild,Constant prices,2014,409509
9th Decile,Rebild,Constant prices,2015,415357
9th Decile,Rebild,Constant prices,2016,421947
9th Decile,Rebild,Constant prices,2017,431780
9th Decile,Rebild,Constant prices,2018,439425
9th Decile,Rebild,Constant prices,2019,445207
9th Decile,Rebild,Constant prices,2020,468528
9th Decile,Rebild,Constant prices,2021,481450
9th Decile,Rebild,Constant prices,2022,449426
9th Decile,Rebild,Constant prices,2023,448241
9th Decile,Rebild,Constant prices,2024,455557
9th Decile,Rebild,Nominal prices,1987,116806
9th Decile,Rebild,Nominal prices,1988,123983
9th Decile,Rebild,Nominal prices,1989,130336
9th Decile,Rebild,Nominal prices,1990,135249
9th Decile,Rebild,Nominal prices,1991,141962
9th Decile,Rebild,Nominal prices,1992,147247
9th Decile,Rebild,Nominal prices,1993,153372
9th Decile,Rebild,Nominal prices,1994,164479
9th Decile,Rebild,Nominal prices,1995,170020
9th Decile,Rebild,Nominal prices,1996,176745
9th Decile,Rebild,Nominal prices,1997,183951
9th Decile,Rebild,Nominal prices,1998,191633
9th Decile,Rebild,Nominal prices,1999,197340
9th Decile,Rebild,Nominal prices,2000,205241
9th Decile,Rebild,Nominal prices,2001,213048
9th Decile,Rebild,Nominal prices,2002,220612
9th Decile,Rebild,Nominal prices,2003,227597
9th Decile,Rebild,Nominal prices,2004,242888
9th Decile,Rebild,Nominal prices,2005,250741
9th Decile,Rebild,Nominal prices,2006,260222
9th Decile,Rebild,Nominal prices,2007,268028
9th Decile,Rebild,Nominal prices,2008,272994
9th Decile,Rebild,Nominal prices,2009,285110
9th Decile,Rebild,Nominal prices,2010,311657
9th Decile,Rebild,Nominal prices,2011,315856
9th Decile,Rebild,Nominal prices,2012,325858
9th Decile,Rebild,Nominal prices,2013,333350
9th Decile,Rebild,Nominal prices,2014,343091
9th Decile,Rebild,Nominal prices,2015,349563
9th Decile,Rebild,Nominal prices,2016,356037
9th Decile,Rebild,Nominal prices,2017,368500
9th Decile,Rebild,Nominal prices,2018,378084
9th Decile,Rebild,Nominal prices,2019,385940
9th Decile,Rebild,Nominal prices,2020,407873
9th Decile,Rebild,Nominal prices,2021,426884
9th Decile,Rebild,Nominal prices,2022,429172
9th Decile,Rebild,Nominal prices,2023,442164
9th Decile,Rebild,Nominal prices,2024,455557
9th Decile,Thisted,Constant prices,1987,244088
9th Decile,Thisted,Constant prices,1988,241725
9th Decile,Thisted,Constant prices,1989,243724
9th Decile,Thisted,Constant prices,1990,247481
9th Decile,Thisted,Constant prices,1991,255160
9th Decile,Thisted,Constant prices,1992,259761
9th Decile,Thisted,Constant prices,1993,264736
9th Decile,Thisted,Constant prices,1994,279587
9th Decile,Thisted,Constant prices,1995,283968
9th Decile,Thisted,Constant prices,1996,287749
9th Decile,Thisted,Constant prices,1997,293814
9th Decile,Thisted,Constant prices,1998,300077
9th Decile,Thisted,Constant prices,1999,299115
9th Decile,Thisted,Constant prices,2000,305570
9th Decile,Thisted,Constant prices,2001,307095
9th Decile,Thisted,Constant prices,2002,309852
9th Decile,Thisted,Constant prices,2003,310765
9th Decile,Thisted,Constant prices,2004,328524
